id	text	category	cleaned_text
MA_YT130	Suppr avatharaka. Ivanippozhum thalayil nettippattomkettinadappano	NOT	suppr avatharaka. ivanippozhum thalayil nettippattomkettinadappano
MA_YT131	Aparana kurachoke respect akam neeyaa vargiyvathy alathe shasheekala teacher ala ok	NOT	aparana kurachoke respect akam neeyaa vargiyvathy alathe shasheekala teacher ala ok
MA_YT132	Nerathe 30 min....ipo oru vari....kashtam..😂	NOT	nerathe 30 min.ipo oru vari.kashtam.
MA_YT133	avare,sasikala ennukuudi vilikkaruth,,,,sthree,ennu vilichaal ath sthree samuuhathinu thanne apamaanamaayippokum,,,	OFF	avare,sasikala ennukuudi vilikkaruth,,,,sthree,ennu vilichaal ath sthree samuuhathinu thanne apamaanamaayippokum,,,
MA_YT134	Eee pattie de monte Vail thuranam...pulayadimon.	OFF	eee pattie de monte vail thuranam.pulayadimon.
MA_YT135	Ithethaa pochara kannnullllaa puthiya poooriee????	OFF	ithethaa pochara kannnullllaa puthiya poooriee????
MA_YT136	Moan aruvani anne vilikku panna kandaroli pannachi puvhithalachi	OFF	moan aruvani anne vilikku panna kandaroli pannachi puvhithalachi
MA_YT137	ee rahuleawar araa hindu matham kandupidichavano koppan	OFF	ee rahuleawar araa hindu matham kandupidichavano koppan
MA_YT138	Aparna..sontham..ammayea..edi..podie..enna..vilikkunnathu...	OFF	aparna.sontham.ammayea.edi.podie.enna.vilikkunnathu.
MA_YT139	Logam muzhuvan mother tharesa ennu vilikkunna tharesaye theri vilikkunna aalanu sashikala	NOT	logam muzhuvan mother tharesa ennu vilikkunna tharesaye theri vilikkunna aalanu sashikala
MA_YT140	Poyernedaa ooolakalee ninakkokke athu thonnum Nale ningalude karyam varattte appo manassilayikkolum chettakale	OFF	poyernedaa ooolakalee ninakkokke athu thonnum nale ningalude karyam varattte appo manassilayikkolum chettakale
MA_YT141	100% agree. Malayali house video kanichapol shariku vyaktham	NOT	100% agree. malayali house video kanichapol shariku vyaktham
MA_YT142	ni enthu cop aad pulle parayane?	OFF	ni enthu cop aad pulle parayane?
MA_YT143	Ithuvareyum iyyal jattiyude ilastic thalayil ninnum oori kalanjilleee	OFF	ithuvareyum iyyal jattiyude ilastic thalayil ninnum oori kalanjilleee
MA_YT144	Eda manda! Nine pole ula mandanmark chelapo ayal parayanadu manasilavilla!! Ittiri vivaram venam myre	OFF	eda manda! nine pole ula mandanmark chelapo ayal parayanadu manasilavilla!! ittiri vivaram venam myre
MA_YT145	@USER evde poyalum veruppikkum enn para	NOT	user evde poyalum veruppikkum enn para
MA_YT146	@USER comments nokkiya ariyam pannisudappikal mathre rahuline ethirkullu	OFF	user comments nokkiya ariyam pannisudappikal mathre rahuline ethirkullu
MA_YT147	@USER seriyanu..malikappurathamma yk vivaham kazhichu kollam enn thanneyanu vakk koduthittullath	NOT	user seriyanu.malikappurathamma yk vivaham kazhichu kollam enn thanneyanu vakk koduthittullath
MA_YT148	Oru party yeyum support cheyyarud.angane support cheythal avare nth thett cheythalum namuk support cheyyendi varum .manasilla manasode annenkilum.nallad cheyyumenkil support cheyyu.allenkil athirku	NOT	oru party yeyum support cheyyarud.angane support cheythal avare nth thett cheythalum namuk support cheyyendi varum .manasilla manasode annenkilum.nallad cheyyumenkil support cheyyu.allenkil athirku
MA_YT149	onnu Podi ezhunette... mumbe undayirunnu ajaram lenkikkapettapol athengane anajaramayi mari.. Sathyam Ethoke Kelkumbol ezhunette adikn thonnunnu	OFF	onnu podi ezhunette. mumbe undayirunnu ajaram lenkikkapettapol athengane anajaramayi mari. sathyam ethoke kelkumbol ezhunette adikn thonnunnu
MA_YT150	Nithin Prakash ...😂😂😂ayyappante ammayo Eth adhathe arivan. To. ..anth ppttatharaman nigal we parayunne Haranum harikkum jenicha kittiyanu ayyappan. Athayath sivanum vishnuvinum jenicha th	NOT	nithin prakash .ayyappante ammayo eth adhathe arivan. to. .anth ppttatharaman nigal we parayunne haranum harikkum jenicha kittiyanu ayyappan. athayath sivanum vishnuvinum jenicha th
MA_YT151	arun chettan vere level aa ellam muzhuvanum ayi padichittanu pulli vadikkunathu	NOT	arun chettan vere level aa ellam muzhuvanum ayi padichittanu pulli vadikkunathu
MA_YT152	Ni ano myre avarde mon? Ninak enda ked? Avar orumich jeevikanadu ninde veetil allalo poora! Ninak pattiyadu murukk aanu!! Poi orakk...nalla chorichil indello	OFF	ni ano myre avarde mon? ninak enda ked? avar orumich jeevikanadu ninde veetil allalo poora! ninak pattiyadu murukk aanu!! poi orakk.nalla chorichil indello
MA_YT153	Bro veettilulla pennungale ellam kond mala kayari.. Kuri thott Ayyappane praarthikk... Manassile vrinam unangatte	NOT	bro veettilulla pennungale ellam kond mala kayari. kuri thott ayyappane praarthikk. manassile vrinam unangatte
MA_YT154	@USER swantham karyam noki nadakada oole. Avasyam ilathadthke keri abipraym paryl valya heroism onnuala	OFF	user swantham karyam noki nadakada oole. avasyam ilathadthke keri abipraym paryl valya heroism onnuala
MA_YT155	@USER oh moori aanalle myre nee chelakkaathe poda pola myre	OFF	user oh moori aanalle myre nee chelakkaathe poda pola myre
MA_YT156	Ith Matha praanthalla suhruthe ..mattethelum religion ingane point finger cheyyuvan aarenkilum sammadikumo..pinne ella mathatheyum sweegarikunna ore oru samskaram sanathandarmam aanu	NOT	ith matha praanthalla suhruthe .mattethelum religion ingane point finger cheyyuvan aarenkilum sammadikumo.pinne ella mathatheyum sweegarikunna ore oru samskaram sanathandarmam aanu
MA_YT157	Valare sheriyanu ....bharthavu paranju kodukkunnathu Vannu shardikunnu	OFF	valare sheriyanu .bharthavu paranju kodukkunnathu vannu shardikunnu
MA_YT158	rahul eeswar mandan onnum allaa..nalla comment ane rahul paranjathu..onnum vittu kodukkunnillaa9	NOT	rahul eeswar mandan onnum allaa.nalla comment ane rahul paranjathu.onnum vittu kodukkunnillaa9
MA_YT159	nee adhym poyi palliyil sthree kale kettada	OFF	nee adhym poyi palliyil sthree kale kettada
MA_YT160	@USER ishtamullpola ezhutham.. Vayichapo mansilaaaayalla ath mathi..	NOT	user ishtamullpola ezhutham. vayichapo mansilaaaayalla ath mathi.
MA_YT161	Manushyaaaa..... etokke anganeyadavveee..... al kiduveeeee	NOT	manushyaaaa. etokke anganeyadavveee. al kiduveeeee
MA_YT162	Paavam evarodengilum jayichu Arun kaattam	NOT	paavam evarodengilum jayichu arun kaattam
MA_YT163	@USER illatha sathanam engane olich iranganaanu setta	NOT	user illatha sathanam engane olich iranganaanu setta
MA_YT164	@USER 😪 ayinu njan entho venam..... njan paranjathinte udhesham manasilakkathe Matha sauhardham paranju budhimuttanda njanum kure aravana kazhichavan aanu 😴	NOT	user  ayinu njan entho venam. njan paranjathinte udhesham manasilakkathe matha sauhardham paranju budhimuttanda njanum kure aravana kazhichavan aanu 
MA_YT165	Correct ivane ivaleyum konnu kalanja mathi	OFF	correct ivane ivaleyum konnu kalanja mathi
MA_YT166	Ningale polulla nireeswara vadhikalk ath verumoru prathima akam.. Njangal viswasikalk anganeyalla..	NOT	ningale polulla nireeswara vadhikalk ath verumoru prathima akam. njangal viswasikalk anganeyalla.
MA_YT167	Rahul ne kanubol pokkiriraja cinema yille Salim Kumar orma varunnu ulla books muyuvan konduvanittunde,😂	NOT	rahul ne kanubol pokkiriraja cinema yille salim kumar orma varunnu ulla books muyuvan konduvanittunde,
MA_YT168	😆😆allam kaayinnu poyi😆😆 Ah motta chettanu ente vaka oru kuthira pavan 😘	NOT	allam kaayinnu poyi ah motta chettanu ente vaka oru kuthira pavan 
MA_YT169	deepa thamburaatti.. poti chaavedi vargheeya vadi	OFF	deepa thamburaatti. poti chaavedi vargheeya vadi
MA_YT170	Husband nte kelikal rasichu kaanunna nalla bharya...	OFF	husband nte kelikal rasichu kaanunna nalla bharya.
MA_YT171	Enik ini teri vilikkam vayya...randineyum paranju vidu ..plzz...	OFF	enik ini teri vilikkam vayya.randineyum paranju vidu .plzz.
MA_YT172	Brahmanism kalikkunnu ath manassilakatha kura aalkar	NOT	brahmanism kalikkunnu ath manassilakatha kura aalkar
MA_YT173	Vavaril njan vishwsikunnilla Islam vannath 1400 varsham alla aadam pravajaknilodeyane	NOT	vavaril njan vishwsikunnilla islam vannath 1400 varsham alla aadam pravajaknilodeyane
MA_YT174	@USER 1400 varsham kazhinjittaan islam lokam muzhuvanum prajarichath adhinu mumbulla pravajakanmaar chila kaalagattathilekkum pradeshethekkum aan ayachath	NOT	user 1400 varsham kazhinjittaan islam lokam muzhuvanum prajarichath adhinu mumbulla pravajakanmaar chila kaalagattathilekkum pradeshethekkum aan ayachath
MA_YT175	Majal shobayeyum..ottagam gopaleneyum kondu varu..	OFF	majal shobayeyum.ottagam gopaleneyum kondu varu.
MA_YT176	Samuham evante kallam therichu ariyende, ayapanu avide arodum paranjitilla engotu varenda ennu? Oru samhithayilum prayam paranjitilla	OFF	samuham evante kallam therichu ariyende, ayapanu avide arodum paranjitilla engotu varenda ennu? oru samhithayilum prayam paranjitilla
MA_YT177	Super prgm annu ithu ellam thurannu kattanulla vedhiyil👌👌👌👍👍👍	NOT	super prgm annu ithu ellam thurannu kattanulla vedhiyil
MA_YT178	Deebayude poottile chiri kanumbol moonji adich pottikkan thonunnu	OFF	deebayude poottile chiri kanumbol moonji adich pottikkan thonunnu
MA_YT179	Enthoru comedy anooo.. Rahulinu natteloo??!!!!!😂😂😂😂😂😂😂😂😂😂😂😂😂😂 Nattelum Rahulum thammil enthu Bhandham??!!! 😂😂😂😂😂😂😂😂	OFF	enthoru comedy anooo. rahulinu natteloo??!!!!! nattelum rahulum thammil enthu bhandham??!!! 
MA_YT180	U r right.alukale komali akkan manapoorvam sremikunnu.ith jenakiya kodathi alla	NOT	u r right.alukale komali akkan manapoorvam sremikunnu.ith jenakiya kodathi alla
MA_YT181	E...barthavineyum bhariyeneyum odikan arumile......	OFF	e.barthavineyum bhariyeneyum odikan arumile.
MA_YT182	Araa Aaraanu chodichathu kettile Sara's 👙👙👙	NOT	araa aaraanu chodichathu kettile sara's 
MA_YT183	Namboothiri marku ethu nayaru pennine venelum poosan ulla adhikaram vedangalil undu acharavumanu. Ennitu nirthalakkiyille	OFF	namboothiri marku ethu nayaru pennine venelum poosan ulla adhikaram vedangalil undu acharavumanu. ennitu nirthalakkiyille
MA_YT184	Deepa ningal enne chiripichu kollum..articles oke parayumbol ulla mukabhavam kalaki	NOT	deepa ningal enne chiripichu kollum.articles oke parayumbol ulla mukabhavam kalaki
MA_YT185	Ee nattellu serious ano, appo ee naadakangal okke kanda janangal mandanmarano	NOT	ee nattellu serious ano, appo ee naadakangal okke kanda janangal mandanmarano
MA_YT186	Oolanum Oolathiyum. Allenkil. Enampechiyum Marapattiyum. Evare. Kanumpol Atha. Thonnunnath	OFF	oolanum oolathiyum. allenkil. enampechiyum marapattiyum. evare. kanumpol atha. thonnunnath
MA_YT187	"49 vayassulla ""yuvathik"" kayaran paadilla. 50 vayassulla ""muthassik"" keraam. :D Ayyappaaa....ninakk ipo neeye ullu thuna. Keralam oru praanthaalayam."	NOT	"49 vayassulla ""yuvathik"" kayaran paadilla. 50 vayassulla ""muthassik"" keraam. :d ayyappaaa.ninakk ipo neeye ullu thuna. keralam oru praanthaalayam."
MA_YT188	@USER pottananalle. Hindu mathamalla ennuvadhikunna ee Jettithalayan article 25 protectione pattiparayunnath shariyano.	OFF	user pottananalle. hindu mathamalla ennuvadhikunna ee jettithalayan article 25 protectione pattiparayunnath shariyano.
MA_YT189	CHOCOLATE BOY OOO? KORAMGINE POLE IND KAANAN	OFF	chocolate boy ooo? koramgine pole ind kaanan
MA_YT190	Ithu pole nanam ketta 2 ennam keralathil vere undavumo ayyappa?	OFF	ithu pole nanam ketta 2 ennam keralathil vere undavumo ayyappa?
MA_YT191	Evide adhyam aduth kalayanda 2 karyaggal aanu 1 matham 2 jaathi..	NOT	evide adhyam aduth kalayanda 2 karyaggal aanu 1 matham 2 jaathi.
MA_YT192	Deshabhimani news 2012 Sabarimala women entry onnu google search chaithu nokku. Appol manasilaavum kaaryangal.	NOT	deshabhimani news 2012 sabarimala women entry onnu google search chaithu nokku. appol manasilaavum kaaryangal.
MA_YT193	Viswasam ennu paranjal bhakthiyekkal bhayam aanu...athanu sathyam...	NOT	viswasam ennu paranjal bhakthiyekkal bhayam aanu.athanu sathyam.
MA_YT194	Oru feministum avide kerilla ennu parayan ath ninte kudumba swath onnum allallo.... Onnu podo....	OFF	oru feministum avide kerilla ennu parayan ath ninte kudumba swath onnum allallo. onnu podo.
MA_YT195	arthava time lu sthree vachu tharunna food kazhichattu temple lu pokam.aval touch cheyarutheruthu ale ale avalku praveshanam illa	NOT	arthava time lu sthree vachu tharunna food kazhichattu temple lu pokam.aval touch cheyarutheruthu ale ale avalku praveshanam illa
MA_YT196	Motta avare samsarikkan p olum anuvathikkunnillalo	NOT	motta avare samsarikkan p olum anuvathikkunnillalo
MA_YT197	Nattallu alla vazhapindi..loka vazha ..pazham vizhungi	OFF	nattallu alla vazhapindi.loka vazha .pazham vizhungi
MA_YT198	E Koch aanpillere kanditille deyvame	OFF	e koch aanpillere kanditille deyvame
MA_YT199	Manju nee avasyamulla pani eduthal pore	NOT	manju nee avasyamulla pani eduthal pore
MA_YT200	Keeri ottichu vittu. Bhayangara santhosham undu. Sharashari malayalai agrahichathu ie channel cheythu. Full power. Adipoli	NOT	keeri ottichu vittu. bhayangara santhosham undu. sharashari malayalai agrahichathu ie channel cheythu. full power. adipoli
MA_YT201	kanapadham padhich parayuka aano answers...ee kutide channelil kanda interview vii lum ithokke thanne valli pulli thettathe parayunnu	NOT	kanapadham padhich parayuka aano answers.ee kutide channelil kanda interview vii lum ithokke thanne valli pulli thettathe parayunnu
MA_YT202	Ee myrukal okke tiktokil kidann Enth myro kanikkatte avide ulla myrukal sahichamathiyallo YouTubeil kond varunnath enthinu dapperkale..	OFF	ee myrukal okke tiktokil kidann enth myro kanikkatte avide ulla myrukal sahichamathiyallo youtubeil kond varunnath enthinu dapperkale.
MA_YT203	Oroo oombiya videos ayitt eragikolum ... ee kundiyolie interview edukkan Athine Kalum valiya murukal ..video kandavarokke channel report adichett podee..	OFF	oroo oombiya videos ayitt eragikolum . ee kundiyolie interview edukkan athine kalum valiya murukal .video kandavarokke channel report adichett podee.
MA_YT204	eyy Orikkalum Down akaruthu....video cheythonde irikkuka..Trollanmarku santosham avatte Patte......	NOT	eyy orikkalum down akaruthu.video cheythonde irikkuka.trollanmarku santosham avatte patte.
MA_YT205	E patti theetathine kondano vannokane	OFF	e patti theetathine kondano vannokane
MA_YT206	Ivall athrekoo moshamaya kuttiyanooðŸ˜ðŸ˜	NOT	ivall athrekoo moshamaya kuttiyanooðÿ˜ðÿ˜
MA_YT207	Ithine follow cheyunore URL adikanam	OFF	ithine follow cheyunore url adikanam
MA_YT208	Epo manasill ayyy real life koothare Annu Ennu	OFF	epo manasill ayyy real life koothare annu ennu
MA_YT209	Kundi kundi enu parayathe nirthi podi	OFF	kundi kundi enu parayathe nirthi podi
MA_YT210	Ahankarikal orikalum gunam URL	NOT	ahankarikal orikalum gunam url
MA_YT211	Enth thall aaaan mole ozhivaaak ivale okke Thall thall thall thall thall thall	NOT	enth thall aaaan mole ozhivaaak ivale okke thall thall thall thall thall thall
MA_YT212	Aaaa 10k item powlichu , ntae ponno namichu ðŸ¤¦	NOT	aaaa 10k item powlichu , ntae ponno namichu ðÿ¤¦
MA_YT213	Nee evide poyalum tholviyannallo	NOT	nee evide poyalum tholviyannallo
MA_YT214	Evalku aareyum pediyilla verum thanttediya tik tokil ethreyo paavam kuttikal undu avareyokke follow cheyythu like adiku evalkokke enthina kodukunne	NOT	evalku aareyum pediyilla verum thanttediya tik tokil ethreyo paavam kuttikal undu avareyokke follow cheyythu like adiku evalkokke enthina kodukunne
MA_YT215	Ivale ellarum koodi trolli trolli famous aaki ippo ival bayangara famous aayirikkunnuðŸ’©ðŸ’©This is awful!!!	NOT	ivale ellarum koodi trolli trolli famous aaki ippo ival bayangara famous aayirikkunnuðÿ©ðÿ©this is awful!!!
MA_YT216	Alla e interview kond entha undheshiche.... subscribe cheutha channel ayirunuu... Ipo unsubscribe cheythuuuðŸ˜ticktock l koprayam kanikkuna ororutharude interviws eduth avare kurachodi prolsahiURL nallla karyam...e kuttiyude ticktock pradhnam tick tock ullavarkkoke ariyamayirikkolo.. Pine athillathavare ariyichu namale mandanmarukkubano undheshiche	NOT	alla e interview kond entha undheshiche. subscribe cheutha channel ayirunuu. ipo unsubscribe cheythuuuðÿ˜ticktock l koprayam kanikkuna ororutharude interviws eduth avare kurachodi prolsahiurl nallla karyam.e kuttiyude ticktock pradhnam tick tock ullavarkkoke ariyamayirikkolo. pine athillathavare ariyichu namale mandanmarukkubano undheshiche
MA_YT217	Ivale kettunavan endhayalum oru kozhi aayirikkum	OFF	ivale kettunavan endhayalum oru kozhi aayirikkum
MA_YT218	Eth gethi ketta cinemakkaranavo, ivaleyoke, vilichekkane, Malayala cinemayil ithra kshamamano	OFF	eth gethi ketta cinemakkaranavo, ivaleyoke, vilichekkane, malayala cinemayil ithra kshamamano
MA_YT219	Ashyee nasriya ayt tharathamyam chyunnoðŸ˜†nazriya kekkandaðŸ’©ðŸ’©	OFF	ashyee nasriya ayt tharathamyam chyunnoðÿ˜†nazriya kekkandaðÿ©ðÿ©
MA_YT220	Kutty dhairyamay munnot poku...oral ingot abuse cheythal tirich parayunnathi oru kuzhappom illa...aanungal cheetha vakkukal upayogichal athu style penkutty anegil aval pokka ennatanu ivduthe niyamam...plz be the way u are and dnt change..all the best	NOT	kutty dhairyamay munnot poku.oral ingot abuse cheythal tirich parayunnathi oru kuzhappom illa.aanungal cheetha vakkukal upayogichal athu style penkutty anegil aval pokka ennatanu ivduthe niyamam.plz be the way u are and dnt change.all the best
MA_YT221	Aare kanikkana ival ee mudi kai kond maanthi maanthi vidunneðŸ˜‚ maanthi maanthi aano athrem bhagam narachu poye??	OFF	aare kanikkana ival ee mudi kai kond maanthi maanthi vidunneðÿ˜‚ maanthi maanthi aano athrem bhagam narachu poye??
